name,rank,lineage,,,,,,,
Streptococcus mutans B114SM-A,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mutans__1309,st__Streptococcus mutans B114SM-A__1225204
Enterobacter sp. AG326,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Enterobacter__547,s__Enterobacter sp. AG326__2183902,
Xanthomonas citri pv. malvacearum str. GSPB1386,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Xanthomonadales__135614,f__Xanthomonadaceae__32033,g__Xanthomonas__338,s__Xanthomonas citri__346,st__Xanthomonas citri pv. malvacearum str. GSPB1386__1118965
Collinsella sp. BA40,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Coriobacteriia__84998,o__Coriobacteriales__84999,f__Coriobacteriaceae__84107,g__Collinsella__102106,s__Collinsella sp. BA40__2560852,
Providencia rettgeri DSM 1131,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Morganellaceae__1903414,g__Providencia__586,s__Providencia rettgeri__587,st__Providencia rettgeri DSM 1131__521000
Klebsiella oxytoca BRL6-2,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella oxytoca__571,st__Klebsiella oxytoca BRL6-2__1168170
Priestia megaterium QM B1551,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Bacillaceae__186817,g__Priestia__2800373,s__Priestia megaterium__1404,st__Priestia megaterium QM B1551__545693
Haemophilus influenzae 7P49H1,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pasteurellales__135625,f__Pasteurellaceae__712,g__Haemophilus__724,s__Haemophilus influenzae__727,st__Haemophilus influenzae 7P49H1__521005
Klebsiella pneumoniae BIDMC 55,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella pneumoniae__573,st__Klebsiella pneumoniae BIDMC 55__1438698
Streptococcus equi subsp. equi 4047,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus equi__1336,st__Streptococcus equi subsp. equi 4047__553482
Porphyromonas gingivalis W83,strain,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Porphyromonadaceae__171551,g__Porphyromonas__836,s__Porphyromonas gingivalis__837,st__Porphyromonas gingivalis W83__242619
Franconibacter helveticus,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Franconibacter__1649295,s__Franconibacter helveticus__357240,
Staphylococcus kloosii,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Staphylococcaceae__90964,g__Staphylococcus__1279,s__Staphylococcus kloosii__29384,
Corynebacterium pseudodiphtheriticum 090104,strain,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Mycobacteriales__85007,f__Corynebacteriaceae__1653,g__Corynebacterium__1716,s__Corynebacterium pseudodiphtheriticum__37637,st__Corynebacterium pseudodiphtheriticum 090104__1381111
Fusobacterium animalis ChDC F324,strain,sk__Bacteria__2,p__Fusobacteriota__32066,c__Fusobacteriia__203490,o__Fusobacteriales__203491,f__Fusobacteriaceae__203492,g__Fusobacterium__848,s__Fusobacterium animalis__76859,st__Fusobacterium animalis ChDC F324__1307429
Parasulfuritortus,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Nitrosomonadales__32003,f__Thiobacillaceae__2008790,g__Parasulfuritortus__2807738,,
Clostridium sporogenes ATCC 15579,strain,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Clostridiaceae__31979,g__Clostridium__1485,s__Clostridium sporogenes__1509,st__Clostridium sporogenes ATCC 15579__471871
Parasulfuritortus cantonensis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Nitrosomonadales__32003,f__Thiobacillaceae__2008790,g__Parasulfuritortus__2807738,s__Parasulfuritortus cantonensis__2528202,
Citrobacter sp. TSA-1,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Citrobacter__544,s__Citrobacter sp. TSA-1__184912,
Citrobacter sp. MGH 55,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Citrobacter__544,s__Citrobacter sp. MGH 55__1439319,
Lacticaseibacillus rhamnosus 2166,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Lacticaseibacillus__2759736,s__Lacticaseibacillus rhamnosus__47715,st__Lacticaseibacillus rhamnosus 2166__1381116
Kocuria sp. AG109,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Micrococcaceae__1268,g__Kocuria__57493,s__Kocuria sp. AG109__2183991,
Clostridium beijerinckii ATCC 35702,strain,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Clostridiaceae__31979,g__Clostridium__1485,s__Clostridium beijerinckii__1520,st__Clostridium beijerinckii ATCC 35702__864803
Stenotrophomonas sp. ASS1,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Xanthomonadales__135614,f__Xanthomonadaceae__32033,g__Stenotrophomonas__40323,s__Stenotrophomonas sp. ASS1__2282124,
Lactococcus lactis subsp. lactis KF147,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Lactococcus__1357,s__Lactococcus lactis__1358,st__Lactococcus lactis subsp. lactis KF147__684738
Klebsiella pneumoniae 303K,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella pneumoniae__573,st__Klebsiella pneumoniae 303K__1381121
Fusobacterium hwasookii ChDC F145,strain,sk__Bacteria__2,p__Fusobacteriota__32066,c__Fusobacteriia__203490,o__Fusobacteriales__203491,f__Fusobacteriaceae__203492,g__Fusobacterium__848,s__Fusobacterium hwasookii__1583098,st__Fusobacterium hwasookii ChDC F145__1307441
Streptococcus parauberis NCFD 2020,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus parauberis__1348,st__Streptococcus parauberis NCFD 2020__873447
Streptococcus mutans SM4,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mutans__1309,st__Streptococcus mutans SM4__857109
Luteimonas marina,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Xanthomonadales__135614,f__Xanthomonadaceae__32033,g__Luteimonas__83614,s__Luteimonas marina__488485,
Streptococcus mutans ST6,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mutans__1309,st__Streptococcus mutans ST6__857117
Klebsiella pneumoniae MGH 64,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella pneumoniae__573,st__Klebsiella pneumoniae MGH 64__1438787
Streptococcus mutans NLML9,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mutans__1309,st__Streptococcus mutans NLML9__857127
Bacillus sp. JGI 0001002-E22,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Bacillaceae__186817,g__Bacillus__1386,s__Bacillus sp. JGI 0001002-E22__1094928,
Streptococcus mutans SF14,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mutans__1309,st__Streptococcus mutans SF14__857120
Klebsiella cf. planticola B43,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella cf. planticola B43__95610,
Streptococcus sp. 1171_SSPC,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus sp. 1171_SSPC__1579348,
Streptococcus mutans SF1,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mutans__1309,st__Streptococcus mutans SF1__857121
Acinetobacter sp. MDS7A,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Moraxellales__2887326,f__Moraxellaceae__468,g__Acinetobacter__469,s__Acinetobacter sp. MDS7A__1209355,
Klebsiella pneumoniae CHS 74,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella pneumoniae__573,st__Klebsiella pneumoniae CHS 74__1438778
Salmonella enterica subsp. enterica serovar Senftenberg str. ATCC 43845,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Salmonella__590,s__Salmonella enterica__28901,st__Salmonella enterica subsp. enterica serovar Senftenberg str. ATCC 43845__930772
Lactobacillus panisapium,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Lactobacillus__1578,s__Lactobacillus panisapium__2012495,
Selenomonas sp. oral taxon 478,species,sk__Bacteria__2,p__Bacillota__1239,c__Negativicutes__909932,o__Selenomonadales__909929,f__Selenomonadaceae__1843491,g__Selenomonas__970,s__Selenomonas sp. oral taxon 478__712538,
Streptococcus mutans A9,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mutans__1309,st__Streptococcus mutans A9__857139
Streptococcus mutans N3209,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mutans__1309,st__Streptococcus mutans N3209__857125
Streptococcus mutans NLML5,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mutans__1309,st__Streptococcus mutans NLML5__857128
Propionimicrobium sp. BV2F7,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Propionibacteriales__85009,f__Propionibacteriaceae__31957,g__Propionimicrobium__203133,s__Propionimicrobium sp. BV2F7__1111131,
Dysgonomonas mossii DSM 22836,strain,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Dysgonomonadaceae__2005520,g__Dysgonomonas__156973,s__Dysgonomonas mossii__163665,st__Dysgonomonas mossii DSM 22836__742767
Neisseria subflava NJ9703,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Neisseriales__206351,f__Neisseriaceae__481,g__Neisseria__482,s__Neisseria subflava__28449,st__Neisseria subflava NJ9703__546268
Frischella perrara,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Orbales__1240482,f__Orbaceae__1240483,g__Frischella__1335631,s__Frischella perrara__1267021,
Neisseria cinerea ATCC 14685,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Neisseriales__206351,f__Neisseriaceae__481,g__Neisseria__482,s__Neisseria cinerea__483,st__Neisseria cinerea ATCC 14685__546262
Hugonella massiliensis,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Coriobacteriia__84998,o__Eggerthellales__1643822,f__Eggerthellaceae__1643826,g__Hugonella__3025073,s__Hugonella massiliensis__1720315,
Klebsiella pneumoniae UCI 60,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella pneumoniae__573,st__Klebsiella pneumoniae UCI 60__1438805
Klebsiella pneumoniae MGH 51,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella pneumoniae__573,st__Klebsiella pneumoniae MGH 51__1438782
Staphylococcus sp. FDAARGOS_39,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Staphylococcaceae__90964,g__Staphylococcus__1279,s__Staphylococcus sp. FDAARGOS_39__2201033,
Klebsiella pneumoniae CHS 53,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella pneumoniae__573,st__Klebsiella pneumoniae CHS 53__1438759
Hoylesella oralis ATCC 33269,strain,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Prevotellaceae__171552,g__Hoylesella__2974257,s__Hoylesella oralis__28134,st__Hoylesella oralis ATCC 33269__873533
Rothia sp. Olga,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Micrococcaceae__1268,g__Rothia__32207,s__Rothia sp. Olga__1979525,
Klebsiella pneumoniae CHS 58,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella pneumoniae__573,st__Klebsiella pneumoniae CHS 58__1438764
Serratia sp. OLMTLW26,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Yersiniaceae__1903411,g__Serratia__613,s__Serratia sp. OLMTLW26__1907431,
Bacteroides sp. OF03-11BH,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides sp. OF03-11BH__2292957,
Streptococcus mitis B6,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mitis__28037,st__Streptococcus mitis B6__365659
Citrobacter europaeus,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Citrobacter__544,s__Citrobacter europaeus__1914243,
Eikenella corrodens ATCC 23834,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Neisseriales__206351,f__Neisseriaceae__481,g__Eikenella__538,s__Eikenella corrodens__539,st__Eikenella corrodens ATCC 23834__546274
Streptococcus parauberis KRS-02109,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus parauberis__1348,st__Streptococcus parauberis KRS-02109__1207544
Yersinia enterocolitica NFO,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Yersiniaceae__1903411,g__Yersinia__629,s__Yersinia enterocolitica__630,st__Yersinia enterocolitica NFO__947557
Klebsiella pneumoniae CHS 66,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella pneumoniae__573,st__Klebsiella pneumoniae CHS 66__1438772
Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539,strain,sk__Bacteria__2,p__Deinococcota__1297,c__Deinococci__188787,o__Deinococcales__118964,f__Deinococcaceae__183710,g__Deinococcus__1298,s__Deinococcus radiodurans__1299,st__Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539__243230
Lacticaseibacillus paracasei subsp. paracasei 8700:2,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Lacticaseibacillus__2759736,s__Lacticaseibacillus paracasei__1597,st__Lacticaseibacillus paracasei subsp. paracasei 8700:2__537973
Eubacterium sp. AM05-23,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Eubacteriaceae__186806,g__Eubacterium__1730,s__Eubacterium sp. AM05-23__2292043,
Frischella,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Orbales__1240482,f__Orbaceae__1240483,g__Frischella__1335631,,
Thauera phenylacetica B4P,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Rhodocyclales__206389,f__Zoogloeaceae__2008794,g__Thauera__33057,s__Thauera phenylacetica__164400,st__Thauera phenylacetica B4P__1234382
Cutibacterium granulosum DSM 20700,strain,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Propionibacteriales__85009,f__Propionibacteriaceae__31957,g__Cutibacterium__1912216,s__Cutibacterium granulosum__33011,st__Cutibacterium granulosum DSM 20700__1160719
Klebsiella pneumoniae 1162281,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella pneumoniae__573,st__Klebsiella pneumoniae 1162281__1037908
Streptococcus pyogenes SP7-LAU,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus pyogenes__1314,st__Streptococcus pyogenes SP7-LAU__1390082
Enterococcus faecium E1071,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Enterococcaceae__81852,g__Enterococcus__1350,s__Enterococcus faecium__1352,st__Enterococcus faecium E1071__535205
Chryseobacterium indologenes NBRC 14944,strain,sk__Bacteria__2,p__Bacteroidota__976,c__Flavobacteriia__117743,o__Flavobacteriales__200644,f__Weeksellaceae__2762318,g__Chryseobacterium__59732,s__Chryseobacterium indologenes__253,st__Chryseobacterium indologenes NBRC 14944__1218103
Klebsiella aerogenes MGH 62,strain,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella aerogenes__548,st__Klebsiella aerogenes MGH 62__1439321
Acinetobacter sp. WCHA55,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Moraxellales__2887326,f__Moraxellaceae__468,g__Acinetobacter__469,s__Acinetobacter sp. WCHA55__2004646,
Pseudomonas sp. 21,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pseudomonadales__72274,f__Pseudomonadaceae__135621,g__Pseudomonas__286,s__Pseudomonas sp. 21__1619948,
Streptococcus sp. HSISS2,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus sp. HSISS2__1316411,
Streptococcus mutans TCI-212,strain,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus mutans__1309,st__Streptococcus mutans TCI-212__1074157
Parabacteroides sp. AF18-52,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Tannerellaceae__2005525,g__Parabacteroides__375288,s__Parabacteroides sp. AF18-52__2292242,
Enterococcus sp. 3C7_DIV0644,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Enterococcaceae__81852,g__Enterococcus__1350,s__Enterococcus sp. 3C7_DIV0644__1834174,
